"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Randy Dobnak","MIN","5","11","33.0","2","2","1","0","1","35","17","4","20","10","1.40","5.52","2.82","4.58","4.55","","0.3","0.3","","600.8","23798"
"Tim Hill","SDP","0","55","49.0","2","2","0","0","12","46","21","6","46","17","1.29","8.43","3.19","3.83","4.07","","0.3","0.4","","999.0","16814"
"Tyler Matzek","ATL","0","64","62.0","3","2","0","0","17","53","29","7","75","38","1.49","10.93","5.63","4.20","4.21","","0.3","0.3","","587.7","10058"
"Joe Smith","MIN","0","53","48.0","2","2","0","0","11","48","23","7","42","13","1.26","7.81","2.35","4.23","4.15","","0.3","0.1","","999.0","3281"
"Josh Staumont","KCR","0","61","63.0","3","2","0","5","12","55","29","8","71","35","1.41","10.13","4.92","4.20","4.31","","0.3","0.2","","534.8","18335"
"Dustin May","LAD","1","15","18.0","1","0","0","0","1","16","7","2","19","5","1.14","9.29","2.42","3.30","3.36","","0.3","0.3","","573.7","19716"
"Packy Naughton","STL","3","11","30.0","1","2","1","0","0","32","15","4","23","9","1.35","6.68","2.79","4.43","4.40","","0.3","0.2","","999.0","23292"
"Austin Davis","BOS","0","46","46.0","2","1","0","0","4","42","22","6","49","19","1.34","9.61","3.72","4.23","4.16","","0.3","0.2","","999.0","17117"
"Dauri Moreta","CIN","0","46","47.0","2","2","0","0","4","41","22","8","52","17","1.23","9.93","3.24","4.10","4.37","","0.3","0.3","","600.7","21101"
"Blake Taylor","HOU","0","51","49.0","2","1","0","0","11","41","20","5","47","25","1.34","8.62","4.60","3.65","4.18","","0.3","0.5","","999.0","16418"
"Danny Duffy","LAD","1","20","25.0","1","1","0","0","1","22","11","3","29","10","1.26","10.31","3.48","3.88","3.96","","0.3","0.2","","596.1","3542"
"Chris Stratton","PIT","0","60","65.0","2","2","0","10","13","65","33","9","64","25","1.39","8.86","3.51","4.55","4.31","","0.3","-0.1","","492.7","13761"
"Sean Doolittle","WSN","0","51","49.0","2","2","0","3","13","45","24","9","51","15","1.23","9.36","2.81","4.42","4.62","","0.3","0.1","","599.9","1581"
"Alex Claudio","NYM","0","35","34.0","1","1","0","0","1","33","14","3","28","11","1.28","7.28","2.87","3.71","3.88","","0.3","0.4","","999.0","12890"
"Chris Martin","CHC","0","58","56.0","2","2","0","2","14","61","28","9","47","10","1.27","7.58","1.63","4.48","4.18","","0.3","0.0","","600.8","11847"
"Anthony Banda","PIT","0","50","57.0","2","2","0","0","14","57","28","6","50","24","1.42","8.00","3.82","4.41","4.24","","0.3","0.1","","999.0","14706"
"Dominic Leone","SFG","0","58","58.0","2","2","0","1","13","55","29","8","59","25","1.38","9.24","3.89","4.47","4.32","","0.3","0.1","","600.8","13763"
"Eli Morgan","CLE","6","28","60.0","3","4","2","0","1","60","33","12","56","19","1.32","8.49","2.80","4.96","5.02","","0.3","0.0","","600.6","20203"
"Darwinzon Hernandez","BOS","0","41","40.0","2","1","0","0","1","30","17","3","50","28","1.48","11.36","6.43","3.81","4.04","","0.3","0.4","","999.0","19848"
"Tobias Myers","CLE","4","10","31.0","1","2","1","0","0","31","16","6","29","10","1.31","8.26","2.88","4.67","4.72","","0.3","0.1","","999.0","sa918088"
"Humberto Castellanos","ARI","3","23","42.0","2","2","1","0","6","44","22","7","33","12","1.31","7.10","2.49","4.59","4.59","","0.3","0.2","","999.0","21183"
"Dean Kremer","BAL","10","22","61.0","3","5","3","0","1","65","36","11","53","25","1.47","7.79","3.73","5.22","5.18","","0.3","0.0","","999.0","19350"
"Deolis Guerra","OAK","0","39","41.0","1","1","0","1","1","36","18","6","41","14","1.19","8.87","2.94","4.01","4.33","","0.3","0.2","","600.7","8410"
"Dellin Betances","","0","31","30.0","1","1","0","0","1","25","14","4","36","14","1.29","10.70","4.04","4.02","3.91","","0.3","0.1","","999.0","6216"
"John Brebbia","SFG","0","29","30.0","1","1","0","0","1","29","15","5","33","9","1.28","9.98","2.84","4.46","4.13","","0.3","0.0","","999.0","12777"
"Jhonathan Diaz","LAA","0","17","26.0","1","0","0","0","1","23","10","2","26","11","1.26","9.02","3.60","3.43","3.63","","0.3","0.3","","999.0","20298"
"Jaime Barría","LAA","12","25","77.0","4","5","3","0","1","83","45","15","55","24","1.39","6.35","2.80","5.21","5.37","","0.3","0.0","","999.0","18356"
"Dennis Santana","TEX","0","42","43.0","2","1","0","0","8","39","20","4","42","20","1.38","8.65","4.23","4.15","4.22","","0.3","0.1","","999.0","17878"
"Ryne Nelson","ARI","5","9","26.0","2","2","2","0","0","26","14","4","24","10","1.35","8.26","3.42","4.67","4.74","","0.3","0.1","","999.0","sa3011524"
"Chaz Roe","","0","40","38.0","2","2","0","0","0","35","18","5","41","17","1.36","9.84","3.95","4.33","4.14","","0.3","0.1","","999.0","9866"
"Tyler Glasnow","TBR","2","2","11.0","1","1","1","0","0","8","4","1","15","4","1.13","12.13","3.36","3.45","3.46","","0.3","0.3","","599.8","14374"
"Jakob Junis","SFG","4","45","63.0","3","3","1","0","4","66","35","11","59","20","1.36","8.39","2.86","4.93","4.71","","0.3","-0.1","","600.4","13619"
"Kyle Muller","ATL","7","14","40.0","3","3","2","0","1","39","22","6","38","22","1.52","8.44","4.99","4.89","4.95","","0.3","0.1","","595.3","20167"
"Sergio Romo","SEA","0","56","54.0","2","2","0","1","11","48","26","9","57","20","1.25","9.52","3.29","4.28","4.47","","0.3","0.1","","600.5","9817"
"Logan Allen","CLE","4","28","49.0","2","3","1","0","3","50","26","7","42","21","1.44","7.79","3.80","4.68","4.60","","0.3","0.1","","601.0","18555"
"Brooks Raley","TBR","0","51","50.0","2","2","0","2","11","45","24","8","58","23","1.36","10.46","4.13","4.32","4.36","","0.3","0.1","","599.9","10061"
"Sam Coonrod","PHI","0","48","48.0","2","1","0","1","4","44","22","6","49","21","1.36","9.23","4.02","4.22","4.34","","0.3","0.2","","600.9","17264"
"Brad Boxberger","MIL","0","65","62.0","3","2","0","1","12","52","29","9","76","32","1.36","11.07","4.68","4.30","4.45","","0.3","0.2","","593.2","10133"
"Jordan Balazovic","MIN","3","4","21.0","1","1","1","0","0","20","10","3","18","7","1.32","7.75","3.06","4.45","4.52","","0.3","0.2","","600.9","sa918017"
"Vince Velasquez","CHW","10","38","77.0","4","5","3","0","4","75","44","16","80","34","1.42","9.38","3.98","5.15","5.22","","0.3","-0.1","","600.0","11189"
"Brock Burke","TEX","0","17","20.0","1","1","0","0","1","18","8","2","21","7","1.24","9.25","3.30","3.47","3.55","","0.3","0.2","","999.0","17968"
"Jandel Gustave","MIL","0","42","43.0","2","1","0","0","3","41","20","5","38","18","1.37","7.95","3.70","4.29","4.30","","0.2","0.1","","999.0","14665"
"Cristopher Sánchez","PHI","1","14","27.0","1","1","0","0","1","25","12","3","27","13","1.40","9.00","4.42","3.86","4.03","","0.2","0.2","","999.0","20778"
"Kirby Yates","ATL","0","18","18.0","1","0","0","0","1","14","7","3","26","7","1.17","13.07","3.35","3.66","3.54","","0.2","0.2","","598.4","9073"
"Matt Harvey","","10","10","49.0","3","4","3","0","0","56","31","9","35","18","1.50","6.46","3.23","5.61","5.34","","0.2","-0.1","","999.0","11713"
"Keone Kela","ARI","0","24","23.0","1","1","0","0","1","20","10","3","25","8","1.22","9.72","3.12","3.88","3.94","","0.2","0.2","","999.0","14696"
"Ryan Rolison","COL","8","9","46.0","2","4","2","0","0","51","28","8","36","16","1.46","7.09","3.13","5.38","5.15","","0.2","0.0","","600.5","sa3008244"
"José Cisnero","DET","0","65","63.0","2","2","0","1","11","62","34","9","67","31","1.46","9.52","4.36","4.79","4.44","","0.2","-0.2","","999.0","6399"
"Brandon Bielak","HOU","1","23","29.0","1","1","0","0","1","26","13","3","28","12","1.32","8.68","3.76","4.00","4.18","","0.2","0.2","","999.0","19866"
"Heath Hembree","PIT","0","62","60.0","2","2","0","2","14","53","30","10","73","27","1.33","10.80","4.05","4.48","4.47","","0.2","0.0","","600.0","11632"
"Francisco Perez","WSN","0","20","24.0","1","1","0","0","1","21","9","2","24","10","1.27","9.17","3.65","3.57","3.73","","0.2","0.3","","999.0","21018"
"Brad Wieck","CHC","0","30","30.0","1","1","0","0","1","25","14","4","42","16","1.35","12.33","4.69","4.07","3.97","","0.2","0.1","","600.1","16390"
"Duane Underwood Jr.","PIT","0","53","62.0","2","2","0","0","11","62","32","8","55","24","1.39","8.04","3.46","4.62","4.45","","0.2","0.0","","999.0","14677"
"Dany Jiménez","OAK","0","24","24.0","1","1","0","0","10","18","10","4","33","11","1.23","12.07","4.22","3.70","3.94","","0.2","0.2","","999.0","21170"
"Caleb Ferguson","LAD","0","22","21.0","1","0","0","0","1","17","8","2","25","9","1.23","10.66","3.80","3.47","3.65","","0.2","0.2","","600.9","19349"
"Trevor Stephan","CLE","0","49","59.0","2","2","0","0","11","54","29","10","67","24","1.33","10.22","3.65","4.49","4.43","","0.2","0.0","","999.0","19932"
"Zach Logue","OAK","4","6","23.0","1","2","1","0","0","23","12","4","19","7","1.31","7.61","2.86","4.64","4.76","","0.2","0.2","","999.0","sa915822"
"Kyle Bradish","BAL","4","29","49.0","2","3","1","0","0","47","25","8","51","23","1.44","9.36","4.32","4.64","4.70","","0.2","0.2","","999.0","sa3008605"
"Sean Poppen","ARI","0","37","39.0","1","1","0","0","11","39","19","4","38","17","1.44","8.84","4.03","4.34","4.10","","0.2","0.1","","999.0","19583"
"Tyler Gilbert","ARI","9","11","55.0","3","4","4","0","0","62","34","10","40","21","1.52","6.54","3.49","5.59","5.32","","0.2","-0.1","","599.8","17964"
"Jon Heasley","KCR","5","21","41.0","2","3","1","0","1","42","22","7","34","14","1.37","7.40","3.15","4.75","4.88","","0.2","0.1","","999.0","22224"
"Darren O'Day","ATL","0","34","32.0","1","1","0","0","11","27","15","5","39","14","1.27","10.81","3.89","4.07","4.26","","0.2","0.1","","999.0","3321"
"Alexander Wells","BAL","3","32","47.0","2","3","1","0","1","49","23","8","37","11","1.26","6.96","2.08","4.44","4.65","","0.2","0.2","","999.0","19845"
"Anthony Bass","MIA","0","62","60.0","2","2","0","2","14","60","29","9","55","21","1.35","8.30","3.12","4.43","4.43","","0.2","0.1","","596.6","7982"
"Oliver Drake","TBR","0","38","38.0","2","2","0","0","0","36","18","5","40","14","1.33","9.53","3.43","4.27","4.22","","0.2","0.1","","999.0","8823"
"Joan Adon","WSN","7","10","41.0","2","3","2","0","0","44","24","7","35","17","1.48","7.57","3.79","5.23","5.14","","0.2","0.0","","600.3","22925"
"Daniel Norris","CHC","0","54","57.0","2","2","0","1","11","57","29","8","56","22","1.39","8.77","3.42","4.56","4.36","","0.2","-0.1","","999.0","13475"
"Taylor Clarke","KCR","0","40","46.0","2","2","0","0","9","45","23","7","40","17","1.34","7.94","3.28","4.49","4.57","","0.2","0.0","","999.0","17611"
"David Robertson","CHC","0","55","54.0","2","2","0","7","9","49","26","8","60","23","1.34","10.11","3.86","4.30","4.32","","0.2","0.1","","497.9","8241"
"T.J. McFarland","STL","0","52","53.0","2","2","0","0","11","56","24","5","36","17","1.36","6.05","2.80","3.98","4.16","","0.2","0.3","","999.0","3237"
"Drew VerHagen","STL","4","43","62.0","2","3","1","0","7","65","33","9","50","25","1.44","7.25","3.63","4.81","4.75","","0.2","0.0","","600.6","13424"
"Miguel Castro","NYY","0","59","60.0","3","2","0","0","11","50","27","8","64","30","1.33","9.55","4.51","4.09","4.46","","0.2","0.3","","600.9","15684"
"Yimi García","TOR","0","58","56.0","3","2","0","4","11","51","27","11","57","14","1.18","9.24","2.32","4.29","4.58","","0.2","0.1","","584.3","12095"
"Ryan Weathers","SDP","2","16","30.0","1","1","1","0","1","31","15","4","24","9","1.35","7.34","2.71","4.59","4.54","","0.2","0.2","","600.8","23796"
"Max Kranick","PIT","5","16","34.0","2","3","1","0","1","36","19","5","26","13","1.40","6.82","3.30","4.96","4.97","","0.2","0.0","","999.0","22175"
"Demarcus Evans","TEX","0","28","29.0","1","1","0","0","1","21","12","4","38","18","1.35","11.64","5.52","3.88","4.19","","0.2","0.3","","600.6","21087"
"Wander Suero","LAA","0","27","27.0","1","1","0","0","1","26","13","4","29","9","1.27","9.63","3.01","4.23","4.16","","0.2","0.1","","999.0","15855"
"Lewis Thorpe","MIN","3","19","31.0","2","2","1","0","1","32","16","5","26","11","1.38","7.49","3.10","4.75","4.62","","0.2","0.0","","599.9","15906"
"Griffin Jax","MIN","5","24","52.0","2","3","1","0","1","54","29","9","41","17","1.36","7.05","2.90","4.95","4.90","","0.2","0.0","","600.4","20253"
"Tommy Hunter","","0","28","29.0","2","2","0","0","0","29","14","4","26","8","1.26","8.01","2.47","4.22","4.12","","0.2","0.1","","999.0","1157"
"Matt Foster","CHW","0","29","31.0","1","1","0","0","1","28","14","5","33","10","1.23","9.52","2.86","4.20","4.27","","0.2","0.1","","999.0","19647"
"Will Harris","WSN","0","53","49.0","2","2","0","1","1","49","23","7","47","16","1.31","8.59","2.87","4.28","4.29","","0.2","0.2","","600.0","3192"
"José Álvarez","SFG","0","55","53.0","2","2","0","0","7","58","27","7","39","17","1.40","6.56","2.86","4.62","4.41","","0.2","-0.1","","600.7","5358"
"Kyle Wright","ATL","7","12","38.0","2","3","2","0","1","41","22","6","31","16","1.50","7.23","3.76","5.22","5.01","","0.2","0.0","","582.4","19665"
"Angel Perdomo","MIL","0","22","22.0","1","1","0","0","1","16","9","2","30","14","1.36","12.37","5.75","3.61","3.91","","0.2","0.2","","999.0","17759"
"Adam Morgan","HOU","0","42","38.0","2","1","0","1","1","34","17","6","42","15","1.27","9.83","3.55","4.00","4.31","","0.2","0.3","","999.0","12580"
"Jhoan Duran","MIN","0","11","13.0","1","0","0","0","0","10","5","1","15","5","1.21","10.51","3.47","3.34","3.36","","0.2","0.2","","599.4","sa873347"
"Jake Woodford","STL","8","34","71.0","3","4","2","0","1","73","39","10","50","31","1.46","6.39","3.91","4.96","5.15","","0.2","0.1","","600.2","18674"
"Andrew Vasquez","TOR","0","12","12.0","1","0","0","0","1","9","4","1","15","6","1.25","11.33","4.45","2.93","3.14","","0.2","0.3","","999.0","19482"
"Josh James","HOU","0","19","20.0","1","1","0","0","1","16","9","2","26","11","1.32","11.28","4.67","3.81","3.89","","0.2","0.2","","601.0","16794"
"Caleb Smith","ARI","4","45","70.0","2","3","1","0","1","64","37","12","72","33","1.39","9.20","4.29","4.76","5.02","","0.2","0.0","","592.5","14875"
"Seranthony Domínguez","PHI","0","47","47.0","2","1","0","1","8","40","21","6","49","22","1.33","9.57","4.23","3.99","4.36","","0.2","0.4","","595.8","19249"
"Kutter Crawford","BOS","2","19","26.0","1","1","1","0","1","25","14","4","28","12","1.39","9.63","3.97","4.69","4.55","","0.2","0.0","","999.0","20531"
"Ryan Borucki","TOR","0","30","33.0","1","1","0","0","1","29","14","4","32","14","1.32","8.75","3.87","3.89","4.13","","0.2","0.3","","999.0","16350"
"Tommy Kahnle","LAD","0","36","34.0","1","1","0","0","1","30","16","5","42","14","1.30","11.04","3.77","4.17","4.16","","0.2","0.2","","601.0","11384"
"Matt Strahm","BOS","1","43","47.0","2","2","0","0","9","48","24","9","45","13","1.28","8.62","2.49","4.63","4.63","","0.2","-0.1","","600.2","13799"
"Victor González","LAD","0","26","26.0","1","1","0","0","1","24","11","3","26","11","1.33","8.96","3.76","3.92","3.99","","0.2","0.2","","999.0","16408"
"Jacob Barnes","DET","0","25","25.0","1","1","0","1","1","24","12","3","24","10","1.37","8.69","3.67","4.25","4.07","","0.2","0.1","","999.0","12323"
"Trent Thornton","TOR","1","27","33.0","1","1","0","0","1","33","17","5","31","11","1.36","8.66","3.16","4.71","4.54","","0.2","0.1","","999.0","17948"
"Trevor Cahill","","6","8","34.0","2","3","2","0","0","34","19","6","27","14","1.44","7.31","3.74","5.14","5.15","","0.2","0.1","","999.0","6249"
"Wandy Peralta","NYY","0","58","56.0","3","2","0","0","9","54","26","7","49","24","1.39","7.79","3.79","4.16","4.39","","0.2","0.3","","999.0","14295"
"Pedro Báez","HOU","0","46","46.0","2","1","0","0","1","40","21","7","43","17","1.25","8.52","3.40","4.18","4.65","","0.2","0.2","","600.6","5420"
"Sean Guenther","MIA","0","12","19.0","0","0","0","0","0","18","8","2","16","4","1.23","7.95","2.14","3.88","3.86","","0.2","0.1","","999.0","20045"
"Angel Zerpa","KCR","2","4","13.0","1","1","1","0","0","13","6","2","11","4","1.37","7.36","2.96","4.46","4.31","","0.2","0.1","","999.0","22717"
"Brandon Williamson","CIN","2","2","12.0","1","1","0","0","0","12","6","2","14","5","1.32","9.87","3.39","4.40","4.39","","0.2","0.1","","600.5","sa3011494"
"Dillon Tate","BAL","0","61","66.0","3","3","0","8","10","65","31","8","52","23","1.35","7.18","3.20","4.20","4.51","","0.2","0.2","","584.7","17796"
"Grant Holmes","OAK","0","23","26.0","1","1","0","0","0","24","12","3","27","12","1.36","9.38","4.08","4.13","4.20","","0.2","0.1","","601.0","sa828669"
"Enyel De Los Santos","CLE","0","23","24.0","1","1","0","0","1","21","11","4","27","10","1.28","10.18","3.69","4.10","4.24","","0.2","0.1","","999.0","18403"
"Tommy Romero","TBR","2","5","13.0","1","1","1","0","0","12","6","2","13","5","1.26","8.49","3.30","4.16","4.52","","0.2","0.1","","600.2","sa3004469"
"Hoby Milner","MIL","0","26","26.0","1","1","0","0","1","24","12","4","31","9","1.28","10.50","3.18","4.20","4.20","","0.2","0.1","","999.0","13346"
"David Phelps","TOR","0","31","30.0","1","1","0","0","3","26","14","5","35","12","1.31","10.70","3.80","4.21","4.22","","0.2","0.1","","999.0","6316"
"Cole Winn","TEX","4","4","20.0","1","2","1","0","0","19","11","3","17","9","1.38","7.85","3.88","4.77","5.03","","0.2","0.2","","595.4","sa3008662"
"Carlos Estévez","COL","0","63","62.0","2","2","0","7","14","67","35","10","59","21","1.42","8.62","3.08","5.05","4.57","","0.2","-0.4","","570.8","14542"
"Archie Bradley","LAA","0","57","57.0","2","2","0","0","11","56","27","8","48","20","1.33","7.52","3.14","4.33","4.52","","0.2","0.1","","600.7","12918"
"Cody Ponce","","3","11","34.0","1","2","1","0","0","36","20","6","27","12","1.43","7.19","3.29","5.19","5.03","","0.2","0.0","","999.0","17920"
"Rony García","DET","0","28","35.0","1","1","0","0","1","33","17","5","32","12","1.32","8.41","3.22","4.54","4.49","","0.2","0.0","","999.0","20430"
"Kyle Crick","CHW","0","30","30.0","1","1","0","0","6","26","14","4","31","14","1.34","9.50","4.12","4.35","4.44","","0.2","0.0","","999.0","13182"
"Casey Sadler","SEA","0","48","46.0","2","2","0","0","0","43","21","7","46","17","1.29","8.84","3.31","4.15","4.43","","0.2","0.2","","600.8","11209"
"Wil Crowe","PIT","13","34","87.0","4","7","4","0","4","89","50","15","72","40","1.49","7.45","4.11","5.23","5.35","","0.2","0.0","","599.4","19800"
"Mike Baumann","BAL","0","26","35.0","1","1","0","0","5","31","16","4","35","18","1.40","8.96","4.60","4.19","4.49","","0.2","0.1","","999.0","20206"
"Bryan Abreu","HOU","0","31","34.0","1","1","0","0","5","27","15","4","39","20","1.38","10.39","5.24","3.91","4.34","","0.2","0.3","","999.0","16609"
"Sam Hentges","CLE","2","46","63.0","2","3","1","0","6","62","34","9","65","31","1.49","9.35","4.48","4.82","4.65","","0.2","-0.1","","999.0","18548"
"Brad Hand","PHI","0","58","56.0","2","2","0","3","12","53","28","9","58","20","1.30","9.26","3.26","4.42","4.54","","0.2","0.0","","529.8","9111"
"Justin Anderson","TEX","0","25","25.0","1","1","0","0","1","23","12","3","28","13","1.44","9.93","4.60","4.47","4.31","","0.2","0.0","","999.0","16201"
"Luis Frías","ARI","0","17","19.0","1","1","0","0","1","16","8","2","20","9","1.32","9.47","4.09","3.95","4.08","","0.2","0.1","","999.0","21997"
"Kyle Funkhouser","DET","0","54","61.0","2","2","0","1","9","58","31","6","59","35","1.53","8.59","5.16","4.60","4.50","","0.2","-0.1","","999.0","19456"
"Taylor Widener","ARI","2","32","40.0","2","2","0","0","1","38","21","7","41","17","1.38","9.07","3.87","4.79","4.83","","0.1","0.0","","600.8","19266"
"Trey Wingenter","CIN","0","18","18.0","1","1","0","0","1","14","8","2","23","8","1.29","11.58","4.31","3.86","4.00","","0.1","0.2","","999.0","17793"
"Ryan Sherriff","PHI","0","35","33.0","1","1","0","0","6","32","15","4","30","13","1.37","8.14","3.54","4.17","4.27","","0.1","0.1","","999.0","12249"
"Jake Reed","NYM","0","22","23.0","1","1","0","0","1","21","11","3","24","10","1.36","9.46","4.04","4.14","4.19","","0.1","0.1","","999.0","16209"
"Ryne Harper","","0","32","32.0","2","2","0","0","0","33","16","5","30","10","1.32","8.50","2.66","4.58","4.42","","0.1","-0.1","","999.0","12680"
"Touki Toussaint","ATL","4","15","33.0","2","2","1","0","1","32","18","5","33","17","1.47","8.88","4.50","4.90","4.99","","0.1","0.0","","600.3","16929"
"Clarke Schmidt","NYY","2","11","18.0","1","1","1","0","1","17","9","3","17","7","1.35","8.32","3.50","4.43","4.51","","0.1","0.1","","598.3","19899"
"Drew Pomeranz","SDP","0","28","29.0","1","1","0","2","1","25","14","4","35","15","1.38","10.58","4.69","4.13","4.33","","0.1","0.1","","594.7","11426"
"John Schreiber","BOS","0","12","14.0","0","0","0","0","1","13","6","2","13","5","1.30","8.58","3.15","4.06","3.90","","0.1","0.1","","999.0","20020"
"Miguel Del Pozo","DET","0","23","23.0","1","1","0","0","1","21","11","3","25","11","1.41","9.86","4.22","4.40","4.18","","0.1","0.1","","999.0","18792"
"Chris Mazza","TBR","2","12","23.0","1","1","0","0","1","23","12","3","21","9","1.40","8.01","3.63","4.71","4.71","","0.1","0.1","","999.0","14151"
"Matt Shoemaker","","6","7","35.0","2","3","3","0","0","38","21","6","24","13","1.48","6.13","3.39","5.47","5.37","","0.1","0.0","","999.0","4776"
"Seth Martinez","HOU","0","10","10.0","0","0","0","0","1","9","4","1","11","3","1.12","9.63","2.56","3.40","3.60","","0.1","0.1","","999.0","21045"
"Simeon Woods Richardson","MIN","2","2","10.0","1","1","1","0","0","11","6","2","9","4","1.39","8.16","3.17","4.84","4.46","","0.1","0.0","","999.0","sa3008423"
"Jace Fry","WSN","0","24","26.0","1","1","0","0","1","23","11","2","27","14","1.45","9.53","5.07","3.95","4.17","","0.1","0.2","","999.0","16159"
"Anthony Castro","TOR","0","14","15.0","1","0","0","0","1","12","6","2","17","7","1.33","10.34","4.56","3.79","3.93","","0.1","0.1","","999.0","19789"
"Devin Smeltzer","MIN","0","11","15.0","1","0","0","0","1","15","7","2","14","4","1.24","8.40","2.33","4.08","3.90","","0.1","0.0","","999.0","19487"
"Jalen Beeks","TBR","0","36","41.0","2","1","0","0","1","38","20","6","43","18","1.35","9.28","3.87","4.29","4.46","","0.1","0.1","","999.0","17192"
"Cody Poteet","MIA","1","24","29.0","1","1","0","0","1","28","15","4","27","12","1.41","8.41","3.78","4.65","4.57","","0.1","0.0","","999.0","18769"
"Danny Coulombe","MIN","0","23","24.0","1","1","0","0","1","23","12","3","26","10","1.37","9.47","3.67","4.28","4.12","","0.1","0.0","","999.0","13293"
"Junior Fernández","STL","0","19","20.0","1","1","0","0","1","18","9","2","19","10","1.41","8.63","4.69","3.98","4.23","","0.1","0.1","","999.0","18496"
"Cole Hamels","","4","4","22.0","1","2","2","0","0","22","13","4","21","10","1.46","8.32","4.11","5.11","5.17","","0.1","0.0","","599.5","4972"
"Justin Wilson","CIN","0","60","55.0","3","2","0","1","15","51","27","8","53","26","1.40","8.76","4.24","4.46","4.66","","0.1","0.0","","999.0","4301"
"Jesse Hahn","","0","44","42.0","2","3","0","1","0","39","20","5","40","21","1.45","8.62","4.50","4.41","4.47","","0.1","0.1","","999.0","13287"
"Nick Wittgren","STL","0","56","56.0","2","2","0","0","12","56","28","9","52","17","1.30","8.36","2.71","4.46","4.50","","0.1","0.0","","600.5","15594"
"Graham Spraker","TOR","0","14","16.0","1","0","0","0","0","13","7","2","16","6","1.23","9.10","3.33","3.98","4.28","","0.1","0.1","","999.0","sa3004024"
"Jimmy Herget","LAA","0","39","40.0","1","1","0","0","3","36","20","7","44","17","1.33","9.70","3.87","4.43","4.59","","0.1","0.0","","999.0","17556"
"T.J. Zeuch","STL","1","18","23.0","1","1","0","0","1","23","11","3","16","8","1.36","6.47","3.26","4.22","4.44","","0.1","0.1","","999.0","19269"
"Kenta Maeda","MIN","1","1","7.0","0","0","0","0","0","6","3","1","7","2","1.25","8.87","2.76","4.26","4.27","","0.1","0.1","","600.6","18498"
"Jonathan Holder","CHC","0","18","18.0","1","1","0","0","0","19","9","3","15","5","1.30","7.54","2.64","4.45","4.36","","0.1","0.0","","999.0","16588"
"Nick Anderson","TBR","0","14","14.0","1","0","0","1","1","12","6","2","16","4","1.16","9.93","2.64","4.00","4.22","","0.1","0.1","","600.3","18337"
"Noé Ramirez","ARI","0","53","53.0","2","2","0","0","16","51","27","9","50","19","1.33","8.60","3.30","4.59","4.70","","0.1","0.0","","601.0","12800"
"Johan Oviedo","STL","4","21","36.0","2","2","1","0","1","36","19","4","31","20","1.53","7.64","4.97","4.82","4.94","","0.1","0.1","","999.0","22487"
"Kyle McGowin","","0","32","33.0","2","2","0","0","0","32","17","6","38","13","1.33","10.10","3.48","4.59","4.56","","0.1","-0.1","","999.0","15071"
"Yohan Ramirez","SEA","0","26","29.0","1","1","0","0","1","20","12","4","37","19","1.37","11.50","5.93","3.80","4.44","","0.1","0.3","","599.8","19444"
"Brandon Kintzler","","0","34","34.0","2","2","0","2","0","36","17","4","25","11","1.37","6.61","2.82","4.40","4.39","","0.1","0.1","","999.0","9939"
"Juan Minaya","MIN","0","23","25.0","1","1","0","0","1","24","13","3","26","12","1.43","9.40","4.36","4.68","4.44","","0.1","0.0","","999.0","10341"
"James Norwood","PHI","0","19","19.0","1","0","0","0","1","17","9","3","23","10","1.39","10.96","4.62","4.26","4.20","","0.1","0.0","","999.0","16440"
"Wade LeBlanc","","9","15","49.0","2","4","4","0","0","53","29","9","32","18","1.45","5.86","3.28","5.35","5.54","","0.1","0.0","","999.0","5221"
"Luke Jackson","ATL","0","16","16.0","1","0","0","1","1","15","7","2","16","7","1.39","9.43","3.81","4.27","4.08","","0.1","0.1","","600.0","11752"
"Evan Phillips","LAD","0","30","34.0","1","1","0","0","4","31","17","5","36","16","1.40","9.78","4.27","4.48","4.46","","0.1","0.1","","999.0","17734"
"Jharel Cotton","MIN","0","34","38.0","2","1","0","0","9","35","20","7","38","15","1.32","9.12","3.46","4.65","4.76","","0.1","0.0","","600.8","13654"
"Sean Reid-Foley","NYM","0","31","37.0","1","1","0","0","1","32","18","5","42","21","1.43","10.27","5.10","4.31","4.52","","0.1","0.1","","600.2","17034"
"Chi Chi González","MIN","3","34","50.0","2","2","1","0","1","55","29","7","35","20","1.51","6.23","3.68","5.15","4.89","","0.1","-0.2","","999.0","14663"
"Will Vest","DET","0","19","21.0","1","1","0","0","0","22","11","2","18","8","1.40","7.68","3.33","4.58","4.26","","0.1","-0.1","","999.0","19769"
"Oliver Pérez","ARI","0","28","26.0","1","1","0","0","1","27","13","4","23","9","1.37","8.07","3.08","4.64","4.46","","0.1","0.0","","999.0","1514"
"Jacob Webb","ATL","0","28","28.0","1","1","0","0","1","27","14","4","28","11","1.35","9.12","3.55","4.49","4.49","","0.1","0.0","","999.0","19274"
"Andrew Wantz","LAA","0","30","35.0","1","1","0","0","1","30","17","6","42","15","1.30","10.83","3.93","4.40","4.61","","0.1","0.0","","999.0","24933"
"Steve Cishek","WSN","0","63","61.0","2","2","0","2","15","56","29","8","53","28","1.39","7.86","4.12","4.31","4.67","","0.1","0.1","","592.6","6483"
