"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","Fld","BsR","-1","WAR","-1","ADP","playerid"
"Nolan Jones","CLE","44","189","164","38","8","0","6","22","20","21","59","2","3","1","",".234",".326",".396",".722",".316","","0.5","0.0","","0.5","","596.2","sa917941"
"Kelvin Gutierrez","BAL","87","378","346","84","12","3","9","37","37","25","93","4","4","2","",".241",".297",".365",".662",".289","","0.6","-0.4","","0.5","","597.8","17468"
"Dominic Smith","NYM","96","413","374","95","21","1","13","46","54","28","95","6","2","1","",".254",".315",".419",".734",".316","","-1.4","-0.8","","0.5","","460.4","15653"
"Jarren Duran","BOS","79","343","314","80","14","3","9","40","34","21","87","4","13","4","",".254",".307",".403",".710",".307","","-0.4","0.6","","0.5","","451.1","24617"
"Nick Gordon","MIN","49","210","194","49","10","1","4","22","21","12","47","2","8","2","",".254",".302",".381",".683",".296","","-0.8","0.6","","0.5","","569.9","16337"
"Dylan Moore","SEA","57","245","216","45","10","1","7","27","26","22","69","5","12","5","",".210",".296",".369",".665",".292","","-0.1","0.4","","0.5","","469.3","18042"
"Vidal Bruján","TBR","39","168","153","36","8","1","3","20","17","12","30","1","12","4","",".238",".297",".362",".659",".288","","0.4","0.7","","0.5","","366.8","20536"
"Cooper Hummel","ARI","42","182","155","38","7","2","5","23","20","22","42","3","2","1","",".243",".347",".410",".756",".331","","0.1","-0.2","","0.5","","999.0","sa918412"
"Nolan Gorman","STL","29","126","117","30","6","0","5","14","15","7","27","1","1","0","",".254",".298",".430",".728",".311","","0.7","0.0","","0.4","","481.9","sa3007017"
"Travis Shaw","","50","217","189","42","9","0","8","23","27","24","58","2","1","0","",".221",".314",".398",".712",".310","","-0.1","-0.5","","0.4","","600.9","11982"
"Matt Beaty","LAD","79","343","308","79","16","1","9","43","47","24","61","9","3","1","",".258",".328",".408",".736",".320","","-1.2","-0.2","","0.4","","584.5","17710"
"Cam Gallagher","KCR","24","96","87","22","5","0","2","10","8","7","17","1","0","0","",".248",".306",".364",".670",".294","","0.5","-0.2","","0.4","","600.5","12981"
"Hanser Alberto","","42","182","173","49","10","1","3","20","18","5","20","2","2","1","",".283",".307",".395",".701",".302","","0.0","0.0","","0.4","","599.1","11902"
"Wilson Ramos","","39","154","141","38","6","0","5","16","20","10","27","1","0","0","",".267",".318",".428",".746",".321","","-2.0","-0.6","","0.4","","600.0","1433"
"Lars Nootbaar","STL","76","329","294","74","9","2","11","39","37","30","66","2","5","3","",".250",".321",".404",".725",".312","","0.8","-0.6","","0.4","","558.7","21454"
"Tyler Naquin","CIN","125","539","494","128","27","2","19","64","71","34","128","5","6","3","",".260",".313",".440",".753",".322","","-0.1","-0.6","","0.4","","358.4","13359"
"Stephen Piscotty","OAK","128","553","503","119","25","1","18","57","64","38","134","6","4","1","",".237",".296",".398",".694",".300","","-1.4","0.0","","0.4","","596.4","13367"
"CJ Abrams","SDP","37","161","148","36","8","1","3","19","16","9","33","2","6","2","",".247",".298",".365",".663",".289","","0.8","0.3","","0.4","","558.3","sa3010152"
"Michael Hermosillo","CHC","37","161","141","33","6","1","6","21","20","13","48","5","4","2","",".232",".315",".423",".738",".320","","0.3","0.0","","0.4","","599.0","16285"
"Brent Rooker","MIN","63","273","239","53","11","1","13","34","35","24","89","6","1","1","",".221",".307",".435",".743",".319","","-1.6","-0.3","","0.4","","598.9","19627"
"Tyler Wade","LAA","75","322","287","66","13","2","4","38","25","28","79","3","18","6","",".229",".302",".332",".635",".281","","-1.1","1.2","","0.4","","473.0","15730"
"Robinson Canó","NYM","112","483","445","115","24","1","13","51","55","28","81","5","1","0","",".259",".308",".404",".712",".306","","-0.8","-1.1","","0.4","","482.9","3269"
"Jackie Bradley Jr.","BOS","110","476","424","92","23","3","11","53","48","38","132","9","8","2","",".217",".293",".364",".657",".287","","3.1","0.6","","0.4","","587.0","12984"
"Andrew Knizner","STL","49","192","172","41","7","0","5","21","20","14","37","3","1","0","",".241",".310",".369",".679",".296","","0.3","0.0","","0.4","","599.3","19514"
"Eric Haase","DET","70","287","261","57","10","1","12","33","39","20","93","2","1","0","",".219",".279",".407",".686",".295","","0.0","-0.1","","0.4","","304.2","14111"
"Matt Vierling","PHI","105","455","412","103","18","2","12","51","49","30","103","6","9","3","",".250",".306",".396",".702",".303","","1.9","0.1","","0.4","","568.2","21558"
"Clint Frazier","CHC","92","399","349","82","20","1","14","46","46","41","111","5","4","2","",".235",".323",".423",".746",".324","","-1.3","-0.7","","0.4","","442.5","15983"
"Mauricio Dubón","SFG","29","126","116","31","5","0","3","14","13","7","22","1","2","1","",".264",".312",".395",".708",".306","","0.3","-0.1","","0.4","","594.3","16530"
"Stephen Vogt","","45","179","159","34","8","1","5","18","20","17","44","1","0","0","",".213",".291",".372",".663",".287","","-0.9","-0.5","","0.4","","999.0","5000"
"Niko Goodrum","","41","175","156","34","7","1","5","19","17","16","55","1","5","2","",".218",".293",".365",".658",".288","","-0.5","0.4","","0.4","","571.1","12092"
"Danny Santana","","52","224","205","49","10","2","9","28","27","14","63","2","7","3","",".239",".293",".431",".724",".308","","-0.7","0.2","","0.4","","999.0","10322"
"Jorge Mateo","BAL","84","364","341","81","17","4","8","38","35","16","98","4","13","6","",".237",".277",".383",".660",".283","","-0.5","0.0","","0.4","","464.2","17273"
"Leody Taveras","TEX","32","140","126","28","5","1","4","16","14","11","37","1","5","2","",".225",".291",".374",".665",".288","","1.2","0.3","","0.4","","554.0","18900"
"Jon Berti","MIA","31","133","115","28","5","0","2","16","11","14","31","2","5","2","",".239",".329",".348",".677",".302","","-0.1","0.3","","0.4","","558.9","12037"
"Luis Guillorme","NYM","26","112","97","25","4","0","2","12","9","13","20","1","1","1","",".256",".345",".350",".695",".309","","-0.3","-0.2","","0.4","","999.0","16451"
"Greg Allen","PIT","42","182","162","41","8","1","3","21","16","12","38","6","8","2","",".252",".325",".369",".693",".305","","0.8","0.5","","0.4","","600.9","16623"
"Luis Torrens","SEA","50","207","189","44","9","1","7","22","25","16","52","1","0","0","",".236",".295",".402",".698",".300","","-0.2","-0.3","","0.4","","404.8","15905"
"Mitch Moreland","","89","385","345","82","16","1","17","47","54","34","88","2","1","0","",".238",".307",".437",".744",".318","","-0.1","-1.1","","0.4","","600.9","3086"
"Orlando Arcia","ATL","28","119","108","27","5","0","4","13","14","9","21","1","2","1","",".253",".309",".407",".716",".308","","0.9","0.0","","0.4","","600.0","13185"
"Isaac Paredes","DET","18","77","67","17","3","1","2","9","8","8","11","1","0","0","",".257",".340",".414",".754",".327","","0.1","-0.1","","0.4","","600.1","20036"
"Andrew Velazquez","LAA","34","147","134","31","7","1","3","18","15","10","42","1","8","2","",".234",".293",".375",".667",".290","","-0.4","0.6","","0.4","","999.0","14196"
"David Bote","CHC","50","217","191","45","8","1","7","24","27","20","52","3","1","1","",".234",".315",".395",".710",".309","","-1.1","-0.2","","0.3","","592.9","14593"
"Nick Fortes","MIA","32","128","115","28","5","1","3","15","14","9","23","2","1","0","",".241",".305",".386",".690",".300","","-0.7","0.0","","0.3","","593.3","21538"
"Garrett Stubbs","PHI","32","128","113","25","5","0","2","15","11","12","27","1","3","1","",".223",".301",".337",".638",".283","","1.1","0.1","","0.3","","600.8","18067"
"Tim Locastro","NYY","31","133","117","28","7","1","2","17","12","8","27","7","5","1","",".243",".326",".373",".698",".309","","-0.4","0.4","","0.3","","598.2","15124"
"Rylan Bannon","BAL","36","154","136","29","6","1","6","17","17","14","35","2","2","1","",".216",".296",".393",".689",".299","","0.0","0.0","","0.3","","600.3","sa3004162"
"Robinson Chirinos","BAL","45","179","156","33","7","1","6","19","20","17","55","4","1","0","",".211",".303",".375",".678",".296","","-1.6","-0.6","","0.3","","598.0","3142"
"Raimel Tapia","COL","131","567","519","146","31","4","9","74","52","39","92","2","19","6","",".281",".331",".405",".737",".319","","-0.4","1.4","","0.3","","263.0","14350"
"DJ Stewart","BAL","50","217","186","42","9","0","9","26","27","26","56","3","1","1","",".224",".325",".415",".739",".321","","-1.0","-0.2","","0.3","","599.6","17766"
"Matt Thaiss","LAA","24","98","86","20","4","0","3","12","11","10","23","1","0","0","",".232",".315",".395",".710",".309","","-0.2","-0.1","","0.3","","582.1","19318"
"Yadiel Hernandez","WSN","53","231","209","55","8","1","9","28","30","18","53","1","2","1","",".263",".323",".433",".756",".324","","-1.3","-0.4","","0.3","","568.2","19334"
"Nick Allen","OAK","57","245","225","53","11","1","4","26","22","14","50","2","5","3","",".237",".285",".345",".630",".275","","0.2","-0.3","","0.3","","999.0","sa3004723"
"Justin Upton","LAA","78","336","295","65","11","0","16","42","45","34","100","4","3","1","",".222",".307",".419",".726",".314","","-3.0","-0.1","","0.3","","549.2","5222"
"Michael Chavis","PIT","107","462","424","103","19","2","19","54","59","25","132","7","4","2","",".243",".295",".433",".728",".311","","-1.0","-0.8","","0.3","","554.1","17321"
"Kevin Pillar","","63","273","256","63","13","2","9","32","34","10","53","4","4","2","",".246",".284",".414",".698",".298","","-0.3","0.2","","0.3","","591.2","12434"
"Adam Eaton","","52","224","197","48","9","1","5","29","20","20","46","4","3","1","",".245",".325",".378",".703",".309","","-0.7","0.1","","0.3","","999.0","11205"
"Edward Olivares","KCR","29","126","115","30","5","1","4","14","14","8","24","2","3","1","",".260",".313",".419",".733",".315","","-0.3","0.0","","0.3","","582.0","19698"
"Mike Brosseau","MIL","52","224","201","47","9","1","7","26","26","17","60","4","2","1","",".232",".302",".397",".699",".303","","0.2","-0.2","","0.3","","597.7","19683"
"Jace Peterson","MIL","36","154","134","32","7","1","4","18","16","17","35","1","4","1","",".239",".330",".378",".708",".312","","-0.9","0.2","","0.3","","563.7","12325"
"Reese McGuire","TOR","18","70","64","15","3","0","2","8","6","5","14","1","0","0","",".238",".294",".370",".664",".288","","0.2","0.0","","0.3","","599.5","15674"
"Rob Refsnyder","BOS","45","196","175","44","10","1","4","23","20","18","50","2","1","1","",".252",".324",".390",".714",".311","","-0.2","-0.3","","0.3","","999.0","13770"
"Richie Palacios","CLE","15","63","56","15","3","0","1","8","6","6","11","1","2","0","",".267",".341",".403",".744",".325","","-0.2","0.1","","0.3","","600.5","sa3006908"
"Shea Langeliers","OAK","11","45","41","10","2","0","2","5","5","3","12","0","0","0","",".234",".293",".424",".717",".306","","0.4","0.0","","0.3","","999.0","sa3010329"
"Jack Mayfield","LAA","36","154","141","33","7","0","5","17","19","9","34","2","2","1","",".232",".282",".400",".682",".293","","-0.5","0.0","","0.3","","999.0","15402"
"Asdrúbal Cabrera","CIN","52","224","199","47","11","1","7","25","30","21","51","1","1","0","",".237",".310",".401",".711",".308","","-1.2","-0.7","","0.3","","598.8","4962"
"Oswald Peraza","NYY","19","84","78","19","3","0","2","9","8","5","18","1","4","1","",".250",".298",".382",".680",".295","","-0.1","0.2","","0.2","","600.0","sa3003305"
"Harold Ramirez","CHC","50","217","203","57","12","1","6","24","26","10","38","3","2","1","",".279",".319",".432",".752",".322","","-1.0","0.0","","0.2","","538.3","14387"
"Michael Stefanic","LAA","16","70","64","17","3","0","2","8","7","5","10","1","1","0","",".270",".329",".388",".717",".313","","0.2","-0.1","","0.2","","999.0","sa3008479"
"Vimael Machín","OAK","37","161","142","33","6","1","3","17","14","16","31","2","1","0","",".232",".313",".341",".653",".288","","-0.6","-0.1","","0.2","","999.0","17684"
"Cole Tucker","PIT","81","350","311","72","15","3","6","38","31","32","80","2","7","3","",".230",".306",".358",".664",".291","","0.6","0.0","","0.2","","578.9","17326"
"Nomar Mazara","SDP","58","252","228","56","11","1","8","28","31","18","64","2","1","1","",".243",".303",".405",".709",".306","","-0.7","-0.4","","0.2","","600.7","14553"
"Ronald Torreyes","PHI","45","196","181","45","8","1","4","19","20","10","25","2","1","1","",".250",".292",".363",".655",".284","","0.6","-0.1","","0.2","","600.7","11400"
"Michael Perez","PIT","40","160","144","30","6","1","4","16","17","13","44","1","1","1","",".207",".278",".352",".630",".274","","1.2","-0.5","","0.2","","999.0","12977"
"Brock Holt","","58","252","225","54","11","1","3","25","22","22","50","3","4","2","",".241",".315",".340",".655",".291","","0.0","-0.6","","0.2","","999.0","9345"
"Riley Adams","WSN","70","277","241","53","11","1","8","30","28","26","89","7","1","0","",".219",".311",".377",".688",".303","","-1.0","-0.2","","0.2","","586.8","19864"
"Luis Campusano","SDP","34","143","129","32","6","1","5","15","15","10","30","2","1","0","",".247",".309",".412",".721",".312","","-0.3","-0.2","","0.2","","999.0","22217"
"Jake Rogers","DET","16","64","57","12","2","0","2","7","7","6","21","1","1","0","",".204",".283",".386",".668",".290","","0.6","0.0","","0.2","","600.8","19452"
"Luke Maile","CLE","31","122","108","22","5","0","2","13","10","11","35","1","1","0","",".206",".286",".304",".590",".265","","0.5","0.0","","0.2","","999.0","13355"
"Danny Mendick","CHW","23","98","87","21","4","0","2","10","9","8","21","1","1","1","",".236",".307",".358",".665",".293","","0.3","-0.2","","0.2","","999.0","18889"
"Marwin Gonzalez","","81","350","315","74","14","0","9","36","38","26","81","6","2","2","",".234",".301",".366",".667",".292","","-0.1","-0.7","","0.2","","999.0","5497"
"Jose Siri","HOU","49","210","194","44","8","1","7","24","25","12","72","2","8","3","",".229",".278",".391",".669",".288","","-1.7","0.4","","0.2","","557.0","17452"
"Owen Miller","CLE","36","154","142","35","7","1","3","15","15","9","36","1","1","1","",".247",".297",".374",".671",".292","","0.4","-0.2","","0.2","","600.5","24655"
"Ehire Adrianza","WSN","58","252","223","55","12","2","5","31","25","21","51","3","1","1","",".245",".316",".380",".696",".303","","-1.9","-0.3","","0.2","","999.0","8418"
"Charlie Culberson","","45","196","180","44","9","1","5","20","20","11","48","2","4","1","",".243",".293",".386",".679",".293","","-0.6","0.1","","0.2","","597.2","3298"
"Josh Jung","TEX","13","56","51","13","3","0","2","7","6","4","12","1","1","0","",".264",".322",".451",".773",".330","","0.1","0.0","","0.2","","423.4","sa3011468"
"Renato Núñez","","23","98","88","21","4","0","5","12","14","7","25","2","0","0","",".244",".310",".455",".765",".327","","0.1","-0.1","","0.2","","599.6","14503"
"Eric Thames","OAK","99","427","374","81","17","1","17","47","49","41","130","7","4","1","",".217",".304",".403",".706",".305","","-0.2","-1.0","","0.2","","594.5","3711"
"Colton Welker","COL","104","448","405","104","21","2","14","52","52","32","97","4","3","1","",".258",".314",".421",".735",".316","","0.7","-0.5","","0.2","","591.8","19961"
"Trevor Larnach","MIN","99","427","378","86","18","1","13","45","44","38","136","7","2","0","",".229",".309",".383",".692",".302","","-1.1","-0.5","","0.2","","543.6","21501"
"Jamie Ritchie","PIT","11","45","39","10","2","0","1","5","4","4","8","1","0","0","",".248",".331",".348",".679",".302","","0.0","-0.1","","0.2","","999.0","sa829058"
"Esteban Quiroz","TBR","13","56","49","11","3","0","2","7","6","6","14","1","0","0","",".224",".313",".379",".693",".304","","-0.2","0.0","","0.2","","999.0","sa596560"
"Jose Herrera","ARI","16","64","56","12","2","0","1","7","6","6","15","0","0","0","",".219",".300",".336",".637",".282","","0.6","-0.1","","0.2","","999.0","sa830295"
"Shed Long Jr.","BAL","32","140","126","29","6","1","4","15","15","11","38","1","2","1","",".229",".294",".382",".676",".294","","-0.7","0.0","","0.2","","999.0","16542"
"Shogo Akiyama","CIN","66","287","257","66","12","1","6","32","27","24","57","3","5","3","",".255",".326",".379",".705",".309","","-0.1","-0.9","","0.2","","600.8","27461"
"Josh Lowe","TBR","16","70","62","15","3","0","2","9","8","6","20","0","2","1","",".238",".311",".404",".715",".310","","-0.5","0.2","","0.2","","420.5","19953"
"Geraldo Perdomo","ARI","24","105","92","21","4","1","1","11","8","10","23","2","2","1","",".232",".315",".335",".650",".288","","0.4","-0.2","","0.2","","594.8","22799"
"Willi Castro","DET","16","70","64","16","3","1","2","8","7","4","16","1","1","1","",".253",".302",".398",".700",".302","","-0.3","0.0","","0.2","","536.9","17338"
"Taylor Trammell","SEA","23","98","86","18","3","0","3","11","10","9","30","1","2","1","",".208",".292",".358",".651",".286","","0.3","-0.1","","0.1","","600.7","19960"
"Bryan Lavastida","CLE","11","45","40","10","2","0","1","6","5","3","9","0","1","1","",".248",".311",".386",".697",".303","","-0.4","0.0","","0.1","","999.0","sa3006917"
"Garrett Hampson","COL","73","315","286","71","13","3","7","39","28","23","76","2","12","4","",".249",".306",".395",".701",".303","","-1.4","0.9","","0.1","","280.5","19262"
"Jonathan Araúz","BOS","15","63","57","14","3","0","2","8","7","5","12","0","0","0","",".239",".303",".378",".682",".297","","0.3","0.0","","0.1","","999.0","20275"
"José Peraza","NYY","18","77","71","18","3","0","2","9","8","4","12","1","1","1","",".252",".299",".377",".676",".293","","-0.4","0.0","","0.1","","600.8","13593"
"Otto Lopez","TOR","23","98","90","23","4","1","1","12","9","6","18","1","3","1","",".260",".308",".371",".679",".295","","-0.2","0.0","","0.1","","999.0","19608"
"Daz Cameron","DET","37","161","145","33","7","1","4","18","16","12","43","3","5","2","",".231",".302",".388",".689",".300","","-0.7","0.1","","0.1","","597.6","18353"
"Luke Raley","LAD","11","49","44","11","2","0","2","6","7","3","14","2","1","0","",".239",".304",".430",".735",".316","","0.3","0.0","","0.1","","999.0","19354"
"Sergio Alcántara","CHC","21","91","80","18","3","1","2","10","7","10","23","1","1","0","",".226",".313",".330",".643",".286","","0.4","0.0","","0.1","","601.0","16417"
"Jonathan Aranda","TBR","18","77","69","17","3","0","2","9","8","6","17","1","1","0","",".248",".314",".393",".707",".308","","0.2","0.0","","0.1","","999.0","sa919293"
"Jordan Groshans","TOR","15","63","57","14","3","0","1","8","6","5","13","0","0","0","",".246",".306",".381",".687",".299","","0.2","0.0","","0.1","","600.4","sa3006893"
"Yonathan Daza","COL","57","245","226","63","12","2","3","25","23","14","43","2","3","2","",".279",".322",".386",".709",".308","","1.1","-0.3","","0.1","","599.0","15794"
"Romy Gonzalez","CHW","11","49","45","10","2","0","2","6","6","3","14","0","1","0","",".233",".290",".407",".697",".300","","0.0","0.1","","0.1","","999.0","21562"
"Dustin Garneau","DET","13","51","46","9","2","0","2","6","6","4","14","1","0","0","",".204",".278",".390",".668",".289","","-0.1","-0.1","","0.1","","999.0","9433"
"Drew Ellis","ARI","29","126","110","24","6","0","4","14","13","12","35","2","0","0","",".215",".303",".371",".673",".296","","-0.1","-0.2","","0.1","","999.0","19873"
"Yairo Muñoz","","13","56","52","14","3","0","1","6","6","3","10","0","2","1","",".278",".317",".421",".738",".317","","0.0","0.0","","0.1","","999.0","16313"
"Zach McKinstry","LAD","16","70","64","15","3","0","2","8","9","5","17","1","1","1","",".240",".301",".409",".710",".306","","-0.2","-0.2","","0.1","","592.3","19392"
"Franchy Cordero","BOS","21","91","82","20","5","1","3","12","11","7","28","1","2","1","",".243",".311",".417",".727",".314","","-0.3","0.1","","0.1","","999.0","14567"
"Elehuris Montero","COL","8","35","31","8","1","0","2","5","5","2","7","0","0","0","",".270",".327",".476",".803",".342","","0.0","0.0","","0.1","","598.5","sa872477"
"René Pinto","TBR","10","38","35","8","2","0","1","4","4","2","11","0","0","0","",".220",".270",".361",".632",".274","","0.3","0.0","","0.1","","999.0","sa826668"
"Jake Burger","CHW","6","28","25","6","1","0","1","3","3","2","7","0","0","0","",".253",".315",".442",".757",".325","","0.0","0.0","","0.1","","586.5","22275"
"Colin Moran","","75","322","289","73","14","1","10","33","43","27","78","3","1","1","",".251",".318",".408",".726",".314","","-2.5","-1.3","","0.1","","575.5","16909"
"Jason Vosler","SFG","8","35","31","7","2","0","1","4","4","3","8","0","0","0","",".239",".311",".411",".721",".311","","0.0","0.0","","0.1","","999.0","16686"
"Brennen Davis","CHC","10","42","37","9","2","0","2","5","5","3","12","1","1","0","",".235",".312",".420",".732",".317","","-0.2","0.0","","0.1","","999.0","sa3007876"
"Austin Romine","","29","115","108","26","5","0","3","11","13","5","32","0","0","0","",".238",".274",".363",".636",".275","","-0.2","-0.2","","0.1","","999.0","5491"
"Tucupita Marcano","PIT","19","84","75","18","3","0","1","10","7","7","13","0","2","1","",".245",".312",".340",".652",".289","","0.3","-0.1","","0.1","","600.6","22871"
"Domingo Leyba","SDP","15","63","58","14","3","0","2","7","7","4","12","1","0","0","",".238",".291",".388",".679",".293","","-0.2","-0.1","","0.1","","999.0","16404"
"Miguel Andújar","NYY","13","56","52","14","3","0","2","7","7","3","10","0","0","0","",".268",".306",".456",".763",".324","","-1.1","-0.1","","0.1","","592.2","15878"
"TJ Friedl","CIN","15","63","56","14","2","1","2","7","6","5","11","1","1","1","",".254",".329",".401",".730",".318","","-0.3","0.0","","0.1","","600.0","19522"
"Chris Owings","","34","147","133","29","6","1","4","16","15","11","45","1","3","2","",".218",".282",".366",".648",".281","","0.6","-0.1","","0.1","","600.7","10030"
"Alex Jackson","MIA","15","58","51","10","2","0","2","6","6","4","22","2","0","0","",".190",".270",".376",".646",".279","","0.1","0.0","","0.1","","999.0","17276"
"Travis Demeritte","ATL","19","84","75","17","4","0","4","10","11","8","28","1","1","0","",".230",".307",".434",".740",".318","","-0.1","0.0","","0.1","","999.0","15958"
"Zack Short","DET","8","35","30","6","1","0","1","4","4","4","10","0","0","0","",".207",".307",".373",".680",".299","","0.1","0.0","","0.1","","999.0","19562"
"Max Schrock","CIN","39","168","154","39","7","1","4","19","17","11","32","1","2","1","",".254",".307",".393",".700",".302","","0.0","-0.2","","0.1","","600.8","17750"
"Jaylin Davis","SFG","24","105","94","21","4","0","4","12","12","8","32","1","1","1","",".227",".296",".400",".695",".301","","0.2","-0.1","","0.1","","999.0","19552"
"Ryan Kreidler","DET","6","28","25","6","1","0","1","3","3","2","7","0","1","0","",".239",".299",".386",".685",".297","","0.1","0.0","","0.1","","999.0","sa3010587"
"Ryan Dorow","TEX","26","112","101","22","4","0","3","11","10","9","32","1","1","0","",".217",".285",".343",".628",".276","","0.1","-0.1","","0.1","","999.0","23559"
"Jahmai Jones","BAL","24","105","95","22","4","1","3","11","10","8","26","1","2","1","",".228",".292",".371",".663",".289","","-0.3","-0.1","","0.1","","600.8","18872"
"Korey Lee","HOU","6","26","24","6","1","0","1","3","3","2","5","0","0","0","",".241",".290",".374",".664",".287","","0.1","0.0","","0.1","","999.0","sa3010034"
"Emmanuel Rivera","KCR","23","98","91","23","4","0","3","11","11","5","20","1","1","0","",".253",".298",".400",".698",".301","","-0.1","0.0","","0.1","","999.0","19890"
"Pedro Severino","MIL","63","250","224","52","10","1","7","24","28","21","62","2","1","0","",".234",".302",".372",".673",".294","","-2.1","-0.6","","0.1","","489.6","14523"
"William Contreras","ATL","6","26","23","6","1","0","1","3","3","2","7","0","0","0","",".253",".321",".432",".753",".324","","-0.2","0.0","","0.1","","591.7","20503"
"Taylor Jones","HOU","8","35","31","8","2","0","1","4","4","3","9","0","0","0","",".247",".319",".417",".735",".317","","0.2","-0.1","","0.1","","999.0","19533"
"Eli White","TEX","45","196","176","38","7","1","5","21","17","15","57","3","4","2","",".216",".289",".347",".636",".280","","0.5","-0.2","","0.1","","999.0","19346"
"Taylor Ward","LAA","6","28","25","6","1","0","1","4","3","3","7","0","0","0","",".250",".334",".433",".767",".332","","-0.1","0.0","","0.1","","600.9","17548"
"Tyler Nevin","BAL","15","63","57","13","3","0","2","7","7","5","13","1","0","0","",".238",".303",".399",".702",".304","","-0.2","0.0","","0.1","","999.0","17893"
"Eric Sogard","","36","154","140","34","6","1","2","16","13","11","25","1","2","1","",".245",".302",".346",".648",".283","","-0.3","-0.1","","0.1","","999.0","7927"
"Jake Marisnick","","26","112","102","22","5","1","3","13","13","6","35","2","2","1","",".221",".281",".382",".662",".287","","0.2","0.1","","0.1","","999.0","11339"
"Jacob Nottingham","BAL","16","64","57","11","2","0","2","7","7","4","22","1","1","0","",".198",".270",".360",".630",".274","","-0.3","0.0","","0.1","","600.5","16448"
"Kody Clemens","DET","10","42","38","9","2","0","1","5","5","3","10","0","0","0","",".232",".285",".400",".685",".294","","0.0","0.0","","0.1","","999.0","sa3008002"
"Brendon Davis","LAA","6","28","25","6","1","0","1","3","3","2","7","0","0","0","",".237",".297",".420",".717",".308","","-0.1","0.0","","0.1","","999.0","sa875089"
"Donovan Walton","SEA","5","21","19","5","1","0","1","3","2","2","3","0","0","0","",".254",".321",".391",".712",".310","","-0.1","-0.1","","0.1","","999.0","19314"
"Oswaldo Cabrera","NYY","6","28","26","6","1","0","1","3","3","2","7","0","1","0","",".234",".281",".397",".679",".292","","0.1","0.0","","0.1","","999.0","sa916954"
"Clay Dungan","KCR","6","28","26","7","1","0","0","3","3","2","4","0","1","0","",".265",".313",".368",".681",".298","","0.1","0.0","","0.1","","999.0","sa1169803"
"Derek Hill","DET","37","161","148","35","5","2","3","17","14","10","47","2","5","2","",".237",".290",".361",".651",".284","","-0.8","-0.2","","0.1","","999.0","16947"
"Travis Jankowski","","32","140","122","30","5","1","1","16","10","15","28","1","4","2","",".244",".333",".324",".657",".292","","-0.6","0.0","","0.1","","999.0","13768"
"Connor Wong","BOS","6","26","24","6","1","0","1","3","3","1","8","0","0","0","",".233",".280",".405",".685",".294","","-0.1","0.0","","0.1","","999.0","19896"
"Jake McCarthy","ARI","79","343","309","70","13","5","8","38","34","27","92","3","18","5","",".226",".294",".381",".675",".293","","-0.9","1.2","","0.1","","600.5","21622"
"Zach Reks","TEX","11","49","44","10","2","0","2","6","6","4","15","1","0","0","",".233",".310",".399",".708",".308","","-0.1","-0.1","","0.1","","999.0","19667"
"Rob Brantly","NYY","5","19","17","4","1","0","0","2","2","1","3","0","0","0","",".246",".308",".376",".684",".298","","-0.1","0.0","","0.1","","999.0","10655"
"Estevan Florial","NYY","16","70","63","14","3","0","2","8","8","6","22","0","2","1","",".216",".287",".378",".666",".290","","0.1","-0.1","","0.1","","600.4","19151"
"Skye Bolt","OAK","6","28","25","5","1","0","1","3","3","2","8","0","0","0","",".218",".287",".360",".647",".282","","0.3","0.0","","0.1","","999.0","17723"
"Juan Lagares","","42","182","170","43","9","1","3","20","19","9","44","1","1","1","",".252",".292",".380",".672",".290","","0.3","-0.2","","0.1","","999.0","5384"
"Justin Smoak","","36","154","131","29","6","0","6","18","19","19","39","2","1","0","",".217",".321",".404",".726",".316","","-0.7","-0.8","","0.1","","999.0","9054"
"Pablo Reyes","MIL","8","35","32","8","2","0","1","4","4","3","7","0","1","0","",".238",".300",".380",".680",".295","","0.1","0.0","","0.1","","999.0","16357"
"José Godoy","SFG","8","32","29","7","1","0","1","3","3","2","7","0","0","0","",".242",".292",".352",".644",".282","","0.0","0.0","","0.1","","999.0","15808"
"Patrick Mazeika","NYM","8","32","29","6","1","0","1","3","3","2","6","0","0","0","",".224",".285",".361",".646",".281","","-0.3","0.0","","0.1","","999.0","18142"
"Alan Trejo","COL","24","105","97","24","5","1","3","12","12","5","24","1","1","1","",".244",".286",".404",".691",".295","","0.5","-0.2","","0.1","","999.0","20056"
"Isan Díaz","MIA","28","119","105","24","5","0","3","13","12","12","31","1","1","1","",".225",".309",".363",".673",".293","","-0.2","-0.2","","0.1","","600.5","17922"
"Joe Panik","","47","203","183","45","8","1","3","20","17","16","26","2","2","1","",".245",".311",".342",".653",".287","","-1.4","-0.3","","0.1","","999.0","11936"
"Alejo Lopez","CIN","19","84","76","21","4","0","1","10","7","6","11","1","1","1","",".277",".334",".372",".706",".310","","0.1","-0.1","","0.1","","999.0","21127"
"Ali Sánchez","STL","8","32","30","7","1","0","0","3","3","2","6","0","0","0","",".239",".283",".328",".611",".268","","0.2","-0.1","","0.1","","999.0","18551"
"Royce Lewis","MIN","16","70","65","15","3","0","1","7","7","4","15","1","2","1","",".231",".278",".354",".632",".275","","-0.1","-0.1","","0.1","","999.0","sa3004259"
